Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!
A very nice note from Chairman Kim of North Korea. Great progress being made!pic.twitter.com/6NI6AqL0xt
“Trump has been the most consequential president in history when it comes to minority employment. In June
Thank you #NATO2018!pic.twitter.com/nk85QBv1u7
#NATOSummit2018 Press Conference in Brussels
....On top of it all
Presidents have been trying unsuccessfully for years to get Germany and other rich NATO Nations to pay more toward their protection from Russia. They pay only a fraction of their cost. The U.S. pays tens of Billions of Dollars too much to subsidize Europe
As I head out to a very important NATO meeting
Billions of additional dollars are being spent by NATO countries since my visit last year
How can the Rigged Witch Hunt proceed when it was started
Ex-FBI LAYER Lisa Page today defied a House of Representatives issued Subpoena to testify before Congress! Wow
If the Democrats want to win Supreme Court and other Court picks
What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection
Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is going on from Europe - it would be soooo simple to fix. Judges run the system and illegals and traffickers know how it works. They are just using children!
...things up
I am in Brussels
Bilateral Breakfast with NATO Secretary General in Brussels
Just talked with Pfizer CEO and @SecAzar on our drug pricing blueprint. Pfizer is rolling back price hikes
The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit)
A recent Emerson College ePoll said that most Americans
Many countries in NATO
Informing the Republican Senators of my nomination of Judge Brett Kavanaugh. #SCOTUSpic.twitter.com/O5cAaVAtQt
I am on Air Force One flying to NATO and hear reports that the FBI lovers
On behalf of the United States
Thank you to all of my great supporters
NATO countries must pay MORE
Getting ready to leave for Europe. First meeting - NATO. The U.S. is spending many times more than any other country in order to protect them. Not fair to the U.S. taxpayer. On top of that we lose $151 Billion on Trade with the European Union. Charge us big Tariffs (& Barriers)!
Tonight
HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service
Pfizer & others should be ashamed that they have raised drug prices for no reason. They are merely taking advantage of the poor & others unable to defend themselves
The failing NY Times Fake News story today about breast feeding must be called out. The U.S. strongly supports breast feeding but we don’t believe women should be denied access to formula. Many women need this option because of malnutrition and poverty.
I have confidence that Kim Jong Un will honor the contract we signed &
I have long heard that the most important decision a U.S. President can make is the selection of a Supreme Court Justice - Will be announced tonight at 9:00 P.M.
...Europe far more than it does the U.S. By some accounts
The United States is spending far more on NATO than any other Country. This is not fair
They just didn't get it
Looking forward to announcing my final decision on the United States Supreme Court Justice at 9:00pmE tomorrow night at the @WhiteHouse. An exceptional person will be chosen!
